
Equations for Ross sector:
January: 4649629.780820327 + -32325.38956674384*(ENSO) + 11872.980761859631*(PDO) + -52914.66782225305*(IOD) + -0.45578186962666223*(SSR) + -1.0106292545483484*(STR)
February: -7412273.433939651 + -69883.90551637174*(ENSO) + 81782.21219993502*(PDO) + -10339.405516393517*(IOD) + 0.966316970603657*(SSR) + 0.9328187692881329*(STR)
March: -2438721.95732337 + -20307.80193347084*(ENSO) + 39299.15698651091*(PDO) + -34552.01123375483*(IOD) + 0.4422410197221325*(SSR) + -0.11243475066294195*(STR)
April: 6752049.517200645 + -33682.33477483147*(ENSO) + -27442.570942097136*(PDO) + -61539.969218073056*(IOD) + -1.4522658246169158*(SSR) + 0.010958996488625417*(STR)
May: 3934545.338361176 + 7527.644322258038*(ENSO) + -45401.46028028742*(PDO) + -72379.29301423911*(IOD) + 0.9395722026592921*(SSR) + 0.583895813273557*(STR)
June: 7666882.739088812 + -20068.46549445008*(ENSO) + -58117.514767249166*(PDO) + -4950.902915344976*(IOD) + 3.8437291141945025*(SSR) + 1.8052415163983824*(STR)
July: 7955898.971323557 + -39468.40698738104*(ENSO) + -52026.18127275931*(PDO) + 17887.660015026177*(IOD) + -4.885809012812388*(SSR) + -0.042274167186405975*(STR)
August: 10346982.248934515 + -72742.40401132058*(ENSO) + -57559.85729917077*(PDO) + -54978.671959491774*(IOD) + -2.1746036633558106*(SSR) + 0.4971235128978151*(STR)
September: 7177576.63415299 + -59834.71834596999*(ENSO) + -77984.96772936234*(PDO) + -59051.38534923787*(IOD) + -0.3124993166711647*(SSR) + 0.448785859378404*(STR)
October: 269256.5707925139 + -17674.74919530997*(ENSO) + -199490.07568119443*(PDO) + -58612.57534610597*(IOD) + -0.7203237039211672*(SSR) + -2.550787952815881*(STR)
November: 2417303.7622212926 + -90076.03930303303*(ENSO) + -78039.40616950355*(PDO) + -15720.185660488321*(IOD) + 0.06033093697624281*(SSR) + -0.13478846551515744*(STR)
December: 10763491.376173545 + -175623.1816207167*(ENSO) + 77249.10793531268*(PDO) + 68133.57531003373*(IOD) + -0.91935607715277*(SSR) + -1.791489028641081*(STR)

Equations for Bell-Amundsen sector:
January: 8326442.485415847 + -27727.185581382728*(ENSO) + 38804.04198088188*(PDO) + 35943.78163726025*(IOD) + -0.833557110883703*(SSR) + -1.6747034252657613*(STR)
February: 6880415.253898817 + -3111.4640152044067*(ENSO) + -4931.595267443727*(PDO) + -10785.970449351766*(IOD) + -0.9872714802468181*(SSR) + -1.5322719023915852*(STR)
March: 1856150.356817448 + -29035.832836348483*(ENSO) + 40892.23890087737*(PDO) + -58814.23533038483*(IOD) + -0.36280012917268323*(SSR) + -0.34159485354757635*(STR)
April: 2596447.716799872 + -37875.784875090794*(ENSO) + 74505.78421242679*(PDO) + -6598.053196629919*(IOD) + -1.082517886730784*(SSR) + -0.45459203652717406*(STR)
May: -62769.33206706727 + 997.3615896348128*(ENSO) + 7053.626664660422*(PDO) + -31247.819153591474*(IOD) + 2.315255238547479*(SSR) + 0.4375878866021594*(STR)
June: 1129998.4240400014 + -1867.0803046634055*(ENSO) + 18986.168987785004*(PDO) + -31746.237556309326*(IOD) + -0.3139959714841325*(SSR) + -0.18185078086753492*(STR)
July: 5051809.526310148 + -20136.84883692556*(ENSO) + 24665.969046092625*(PDO) + -28753.340720096872*(IOD) + -4.7509328748965345*(SSR) + -0.3593794358021114*(STR)
August: 2716027.6633130414 + -11217.415711401776*(ENSO) + -12106.850036576585*(PDO) + 44206.133462636884*(IOD) + -0.861639971497425*(SSR) + -0.37410763533989666*(STR)
September: 7525392.959352829 + 14524.786513799449*(ENSO) + -28026.132349011797*(PDO) + -16495.7803607249*(IOD) + -1.5791383698269783*(SSR) + -0.7319881989060377*(STR)
October: 6081634.116896831 + -5067.676116336579*(ENSO) + 28663.47802313953*(PDO) + 21831.115855143762*(IOD) + -0.6803099005883269*(SSR) + -0.614328281062626*(STR)
November: 7289065.138301486 + -3587.7736917268903*(ENSO) + -35415.144723186146*(PDO) + -4220.548744621804*(IOD) + -0.591025226014608*(SSR) + -0.7374727033951558*(STR)
December: 8297764.275516525 + -11243.564238845423*(ENSO) + -10559.719780641943*(PDO) + 8207.521500888643*(IOD) + -0.6388547671958804*(SSR) + -1.098762457605062*(STR)

Equations for Weddell sector:
January: 13344583.031012846 + 6948.204261933677*(ENSO) + -8673.061119047828*(PDO) + 8382.077397006113*(IOD) + -1.0808206849278577*(SSR) + -1.9174892531937076*(STR)
February: 10504479.498736061 + 30020.79168940364*(ENSO) + -53346.897316421986*(PDO) + -9700.417383432645*(IOD) + -1.3322853174977354*(SSR) + -2.100183710568672*(STR)
March: 10113121.498335266 + 8211.83919707616*(ENSO) + -9694.331363673651*(PDO) + 63539.01857280043*(IOD) + -1.9278236041241144*(SSR) + -1.4580475493403355*(STR)
April: 10998928.851777203 + 19692.065456004122*(ENSO) + -32956.8938373886*(PDO) + 2208.877047457019*(IOD) + -3.917153316178883*(SSR) + -1.0320290090917297*(STR)
May: 9922148.701572472 + 26774.29381626198*(ENSO) + 16488.49146816978*(PDO) + -97025.39487855566*(IOD) + -5.279447678469296*(SSR) + -0.028842643077950925*(STR)
June: 10645650.116186867 + -43813.51599769345*(ENSO) + 76320.89634497679*(PDO) + -24397.78514512528*(IOD) + -17.384771919115337*(SSR) + -1.5413585486676311*(STR)
July: 8014980.860741045 + 638.7053732998459*(ENSO) + 35331.80862389283*(PDO) + -21345.958462726474*(IOD) + -7.20412748961644*(SSR) + -1.0475266897847177*(STR)
August: 6567588.262000576 + 71571.23063940373*(ENSO) + 60957.96477391449*(PDO) + -120048.80634039479*(IOD) + -2.3269623893393145*(SSR) + -1.166541834063537*(STR)
September: 11019828.175004259 + 45284.44564484841*(ENSO) + -6254.090842129469*(PDO) + -75211.62353914205*(IOD) + -1.4936856090498623*(SSR) + -0.3876980635991458*(STR)
October: 11429456.43197849 + -33489.82999562396*(ENSO) + 11872.85605719808*(PDO) + -36224.107803028055*(IOD) + -1.061993680028536*(SSR) + -0.6870291423801973*(STR)
November: 7984240.519625956 + -17191.33863935097*(ENSO) + 55521.49759247992*(PDO) + -56133.14971147426*(IOD) + -0.3500773738051066*(SSR) + -0.5001802573970053*(STR)
December: 10877393.1599424 + -11748.472903512968*(ENSO) + 25011.290848078817*(PDO) + -82927.37650044299*(IOD) + -0.6852914357114059*(SSR) + -1.2286759558282938*(STR)

Equations for Indian sector:
January: 1197397.5049135755 + -17983.807891054*(ENSO) + -18251.918550652437*(PDO) + -8562.51043965207*(IOD) + -0.12054873483430129*(SSR) + -0.2857066060860234*(STR)
February: 971103.8553736075 + -855.4557567294385*(ENSO) + -21803.29977404877*(PDO) + -4345.802956194248*(IOD) + -0.11181445546026225*(SSR) + -0.14664819359495596*(STR)
March: 44180.36196089338 + -2046.7886077819455*(ENSO) + -26002.963098250035*(PDO) + 6976.40883335061*(IOD) + -0.09442529792431742*(SSR) + -0.2294208879720827*(STR)
April: 1939297.5159908547 + -18343.806773484965*(ENSO) + 3662.336095826059*(PDO) + 16665.153882973*(IOD) + -1.0132536949745372*(SSR) + -0.5021718296370636*(STR)
May: 2338140.943271296 + -28868.917291968784*(ENSO) + -19965.7179670076*(PDO) + 2243.14801378767*(IOD) + -1.2425078394139746*(SSR) + -0.13541873683425365*(STR)
June: 3339903.831972589 + -43300.89492374888*(ENSO) + 26593.232993647347*(PDO) + -42940.77470140995*(IOD) + -0.17752259073074583*(SSR) + 0.299882540373801*(STR)
July: 6838487.313066337 + 36296.312282476305*(ENSO) + -19031.920031994385*(PDO) + 26087.238993819265*(IOD) + -5.9917077414907*(SSR) + -0.318493364364258*(STR)
August: 6395056.435423244 + -37458.0808537719*(ENSO) + -721.2794935183632*(PDO) + -4726.021867669093*(IOD) + -2.3543441013584925*(SSR) + -0.39221952913533187*(STR)
September: 6965725.372127658 + 19337.968639588562*(ENSO) + -77545.84966729979*(PDO) + -70336.41257663214*(IOD) + -1.5318750717979128*(SSR) + -0.8037978670326993*(STR)
October: 7593372.819402795 + -41532.813262368385*(ENSO) + 4417.9667822411775*(PDO) + 5996.68615605156*(IOD) + -0.8686458910488*(SSR) + -0.6699728117973791*(STR)
November: 7238659.767479023 + 4926.152350425663*(ENSO) + 376.6150298792185*(PDO) + -42807.382830056384*(IOD) + -0.7737025717496522*(SSR) + -1.2590638451602274*(STR)
December: 6319218.909186257 + 16748.198823315695*(ENSO) + -8276.544737980892*(PDO) + -50415.43837563813*(IOD) + -0.7236738244955632*(SSR) + -1.666140756315599*(STR)

Equations for Pacific sector:
January: 3133270.3203123678 + -9375.02443451211*(ENSO) + 8566.12883994198*(PDO) + 17811.22253463615*(IOD) + -0.4077783808379536*(SSR) + -0.8352305201456147*(STR)
February: 3013219.6281954 + 13268.44727072408*(ENSO) + 4687.00730857102*(PDO) + 19717.395823692685*(IOD) + -0.6255665559965564*(SSR) + -1.0835758975435965*(STR)
March: -195161.55964570597 + -5902.962476171793*(ENSO) + 17001.643336504516*(PDO) + 31296.913283226517*(IOD) + -0.49841996352915885*(SSR) + -1.0254887611099548*(STR)
April: 3411337.0829275725 + 18185.698522203224*(ENSO) + 15505.764089494132*(PDO) + 3729.6268694379*(IOD) + -1.5469950969600177*(SSR) + -0.5585534132042085*(STR)
May: 1412480.4813509258 + 39761.467265738676*(ENSO) + 4086.6422473436287*(PDO) + -29079.773552975024*(IOD) + 0.37437515725156345*(SSR) + 0.191278344915645*(STR)
June: 2527786.048159223 + 10017.858654742406*(ENSO) + -6445.035707198318*(PDO) + -23939.729207363962*(IOD) + -2.2758490783524223*(SSR) + -0.10420684770542721*(STR)
July: 2611965.5922274557 + 82.59112600346181*(ENSO) + 4078.1790896707025*(PDO) + 9095.419298155728*(IOD) + -3.4526411007228717*(SSR) + -0.5643422022485538*(STR)
August: 4966376.109423051 + -7418.3856687322295*(ENSO) + 21081.47254827694*(PDO) + 12078.215162149747*(IOD) + -1.9940479763031362*(SSR) + -0.29189730467260233*(STR)
September: 4790196.6747910725 + 20153.67400839067*(ENSO) + 1133.2166091796046*(PDO) + -20255.45063522841*(IOD) + -1.1534145670433418*(SSR) + -0.6586648776534503*(STR)
October: 6296804.488282156 + -46616.67787928434*(ENSO) + 11441.352765669066*(PDO) + 4499.979039454341*(IOD) + -1.0312503885252227*(SSR) + -1.077109764224133*(STR)
November: 4912957.004244229 + -1809.0439108384376*(ENSO) + 35513.048665535964*(PDO) + 14364.770393307404*(IOD) + -0.6354441046496504*(SSR) + -1.1113255594864313*(STR)
December: 2963051.4952306477 + 6927.763409891491*(ENSO) + 6172.802639039618*(PDO) + -6802.501667606842*(IOD) + -0.36420135451862734*(SSR) + -0.861152899843546*(STR)

Sector - Ross

January  	R2:0.09 	MSE:49341367412.347	MAE:189022.086
Year	Actual		Prediction	Difference
1979	1040457.705	1151894.396	111436.69
1980	896558.936	1260873.731	364314.794
1981	1115878.276	1287777.585	171899.31
1982	1295726.817	1264810.958	-30915.859
1983	1165805.891	1290532.038	124726.147
1984	1081912.485	1327790.741	245878.256
1985	1221196.943	1346859.334	125662.39
1986	1414341.802	1320371.974	-93969.829
1987	1471711.166	1184276.883	-287434.284
1988	1414822.033	1108541.268	-306280.765
1989	1350411.58	1193674.134	-156737.446
1990	1325738.381	1236294.352	-89444.029
1991	1270064.449	1207999.956	-62064.493
1992	1152447.733	1236054.596	83606.862
1993	1138747.74	1297973.818	159226.079
1994	1207001.329	1292778.44	85777.111
1995	1321983.915	1242720.462	-79263.453
1996	1377842.161	1221057.691	-156784.47
1997	1274563.583	1166419.389	-108144.194
1998	1363127.96	1134132.388	-228995.571
1999	1559654.303	1207276.551	-352377.752
2000	1492219.144	1279417.23	-212801.914
2001	1418148.715	1285876.784	-132271.93
2002	1505630.536	1263301.82	-242328.716
2003	1519646.945	1244970.476	-274676.469
2004	1359278.391	1235629.318	-123649.073
2005	1148666.477	1264950.298	116283.821
2006	1128748.399	1249866.823	121118.425
2007	1406925.878	1196800.183	-210125.695
2008	1668271.941	1230800.451	-437471.49
2009	1581181.95	1247078.478	-334103.472
2010	1335036.717	1191320.158	-143716.559
2011	1216590.187	1184994.815	-31595.373
2012	1231421.071	1264177.039	32755.968
2013	1308215.256	1364229.008	56013.751
2014	1446118.708	1414227.83	-31890.877
2015	1446316.864	1320363.645	-125953.22
2016	1134237.119	1206008.82	71771.701
2017	874054.409	1252419.785	378365.376
2018	806337.017	1259702.536	453365.519
2019	808026.751	1150275.327	342248.576
2020	882394.468	1134502.075	252107.606
2021	899567.867	1182406.461	282838.594
2022	826157.757	1145364.688	319206.931
2023	696918.518	1051311.542	354393.024

February 	R2:0.319	MSE:29790843844.308	MAE:138168.951
Year	Actual		Prediction	Difference
1979	239334.798	387403.69	148068.892
1980	347447.903	583823.086	236375.183
1981	512665.743	657031.915	144366.172
1982	608270.4	653017.536	44747.136
1983	575528.771	685366.195	109837.424
1984	580307.664	771240.861	190933.197
1985	710020.235	796136.815	86116.58
1986	854170.218	813202.288	-40967.93
1987	926566.189	850409.504	-76156.685
1988	900073.346	775608.36	-124464.986
1989	769826.388	569738.38	-200088.007
1990	628828.507	465370.827	-163457.679
1991	559540.983	535162.983	-24378.0
1992	520839.131	557030.414	36191.282
1993	508075.154	514813.45	6738.296
1994	570426.101	496545.321	-73880.78
1995	659913.668	566467.113	-93446.556
1996	648032.733	693480.271	45447.538
1997	643602.136	702898.008	59295.872
1998	798036.552	614964.545	-183072.007
1999	874517.801	591356.868	-283160.934
2000	832983.293	628882.658	-204100.634
2001	854698.454	601277.235	-253421.219
2002	904122.197	573760.139	-330362.058
2003	928481.41	654522.556	-273958.853
2004	804485.162	659654.245	-144830.917
2005	573598.889	607911.222	34312.334
2006	510554.469	649648.771	139094.301
2007	670580.217	686290.853	15710.636
2008	787096.401	671666.385	-115430.016
2009	708235.304	606457.329	-101777.975
2010	562137.388	560781.2	-1356.188
2011	494120.266	584033.178	89912.912
2012	615893.334	540366.72	-75526.614
2013	693798.425	451588.11	-242210.315
2014	583188.462	480435.422	-102753.039
2015	488030.85	540057.207	52026.357
2016	362327.441	523524.683	161197.242
2017	217188.01	471136.244	253948.234
2018	205302.746	386832.48	181529.734
2019	275207.604	308862.007	33654.403
2020	330645.419	359856.197	29210.778
2021	326502.689	504449.5	177946.81
2022	270457.65	601851.771	331394.121
2023	213658.763	714404.72	500745.958

March    	R2:0.092	MSE:51193740597.215	MAE:180243.924
Year	Actual		Prediction	Difference
1979	557365.462	1051859.85	494494.388
1980	676922.636	1164605.199	487682.563
1981	940466.605	1148812.358	208345.752
1982	1131977.631	1151033.542	19055.911
1983	1137480.998	1191132.249	53651.25
1984	1160303.99	1214140.485	53836.494
1985	1282629.505	1251967.894	-30661.611
1986	1375952.759	1254238.045	-121714.714
1987	1407201.0	1211363.974	-195837.026
1988	1383700.949	1193757.231	-189943.718
1989	1271920.372	1151692.863	-120227.509
1990	1093747.563	1067213.026	-26534.537
1991	904076.719	1025030.267	120953.548
1992	858402.647	1055412.548	197009.9
1993	1015023.536	1095901.991	80878.455
1994	1163562.57	1090196.966	-73365.604
1995	1238745.413	1086206.472	-152538.94
1996	1218663.767	1094930.018	-123733.749
1997	1153285.565	1099825.149	-53460.416
1998	1294755.069	1122083.394	-172671.675
1999	1417019.706	1127568.652	-289451.055
2000	1366665.744	1114169.178	-252496.566
2001	1345255.628	1083830.139	-261425.489
2002	1338331.61	1057883.892	-280447.718
2003	1337027.907	1103561.164	-233466.743
2004	1278867.136	1155725.719	-123141.417
2005	1119928.717	1171134.909	51206.192
2006	1026877.962	1146196.895	119318.933
2007	1180651.79	1063876.367	-116775.423
2008	1406444.87	995629.277	-410815.593
2009	1363877.555	981443.676	-382433.879
2010	1058131.979	1000192.663	-57939.316
2011	873244.272	1024345.137	151100.865
2012	1082285.815	1032914.187	-49371.628
2013	1276400.108	1046403.803	-229996.304
2014	1199833.201	1092795.539	-107037.663
2015	1115382.173	1130242.897	14860.724
2016	920422.342	1113344.253	192921.911
2017	646144.416	1101127.255	454982.838
2018	597917.029	1116979.32	519062.291
2019	723526.033	1075216.565	351690.532
2020	929567.116	990974.949	61407.832
2021	970396.334	980180.491	9784.157
2022	786481.962	1006009.135	219527.173
2023	765775.941	959492.523	193716.582

April    	R2:0.295	MSE:23772413081.924	MAE:129996.832
Year	Actual		Prediction	Difference
1979	2054856.106	2002183.228	-52672.878
1980	1628884.634	1965345.413	336460.779
1981	1770490.609	1950893.771	180403.162
1982	2016441.534	2004130.132	-12311.402
1983	1978835.899	2056396.655	77560.757
1984	2001817.061	2107592.124	105775.063
1985	2201862.505	2143135.953	-58726.551
1986	2322479.776	2057915.404	-264564.371
1987	2293175.799	2010248.54	-282927.258
1988	2173988.445	2145429.684	-28558.761
1989	2120879.7	2276399.788	155520.088
1990	2196399.339	2193406.676	-2992.663
1991	2128307.525	2087568.814	-40738.712
1992	1945775.716	2124072.351	178296.635
1993	1961444.119	2073323.719	111879.6
1994	2058356.271	2011502.227	-46854.044
1995	2167788.316	2117129.805	-50658.511
1996	2236700.583	2171282.952	-65417.631
1997	2143597.204	2090306.103	-53291.101
1998	2189888.491	2074342.984	-115545.507
1999	2305654.838	2126719.478	-178935.36
2000	2231438.624	2172137.237	-59301.388
2001	2131358.601	2260949.369	129590.768
2002	2129748.518	2280664.117	150915.598
2003	2174269.852	2160809.278	-13460.574
2004	2226379.078	2068610.755	-157768.323
2005	2255223.175	2069009.867	-186213.308
2006	2188710.39	2088622.844	-100087.546
2007	2228744.145	2130325.137	-98419.008
2008	2427952.589	2178828.54	-249124.048
2009	2406829.846	2116814.023	-290015.823
2010	2069732.749	2021641.886	-48090.863
2011	1842378.356	2071345.472	228967.116
2012	1998684.09	2218597.298	219913.208
2013	2246083.007	2279970.537	33887.53
2014	2334979.865	2201323.126	-133656.739
2015	2265673.965	2100723.954	-164950.011
2016	1974499.12	2005855.085	31355.965
2017	1706961.511	1933100.889	226139.378
2018	1726835.763	1937751.602	210915.84
2019	1853794.486	1991398.619	137604.132
2020	1974128.746	2062846.524	88717.779
2021	1993725.873	2139976.805	146250.932
2022	1923695.452	2098469.845	174774.392
2023	1951731.346	1782085.004	-169646.341

May      	R2:0.185	MSE:26917830777.781	MAE:116878.199
Year	Actual		Prediction	Difference
1979	2973923.287	3023270.009	49346.722
1980	2360296.953	2879653.422	519356.469
1981	2450617.585	2816230.706	365613.121
1982	2747643.287	2815566.492	67923.205
1983	2791596.404	2846123.083	54526.679
1984	2856733.004	2882319.773	25586.769
1985	2949718.876	2869675.024	-80043.852
1986	2898895.573	2832190.66	-66704.913
1987	2895267.577	2856142.248	-39125.33
1988	2943969.556	2937575.905	-6393.651
1989	2940751.878	2989634.482	48882.604
1990	2896666.293	2978327.0	81660.707
1991	2760104.731	2938140.757	178036.026
1992	2634267.2	2881591.283	247324.082
1993	2658307.883	2779941.807	121633.924
1994	2733791.017	2736097.947	2306.93
1995	2852264.439	2794410.488	-57853.951
1996	2982072.002	2825800.33	-156271.672
1997	2961551.371	2846397.537	-115153.833
1998	2962269.743	2918549.545	-43720.198
1999	3042156.806	2964993.625	-77163.181
2000	3047649.78	2937837.104	-109812.676
2001	3009129.524	2944137.645	-64991.879
2002	2997567.959	2984131.705	-13436.254
2003	3006821.311	2976519.333	-30301.978
2004	2970473.252	2947367.994	-23105.259
2005	2889475.724	2900965.075	11489.351
2006	2866180.56	2844944.854	-21235.706
2007	3000049.719	2818755.591	-181294.128
2008	3172019.929	2826095.698	-345924.231
2009	3174580.637	2825743.445	-348837.193
2010	3030555.542	2850450.355	-180105.187
2011	2933282.272	2933972.762	690.49
2012	2995370.584	3008311.172	12940.587
2013	3127599.268	3007086.381	-120512.886
2014	3207271.897	2940797.416	-266474.481
2015	3135804.371	2891675.604	-244128.768
2016	2871066.636	2833898.367	-37168.269
2017	2657573.892	2751151.535	93577.643
2018	2644554.459	2718888.137	74333.678
2019	2706809.996	2730945.548	24135.551
2020	2759217.747	2805751.287	46533.54
2021	2784152.337	2922303.92	138151.583
2022	2759303.309	2954864.534	195561.225
2023	2610972.674	2881121.263	270148.589

June     	R2:0.266	MSE:28248272827.435	MAE:135449.933
Year	Actual		Prediction	Difference
1979	3587637.224	3227680.883	-359956.34
1980	3032166.543	3162040.787	129874.245
1981	3122719.24	3267529.105	144809.865
1982	3340477.406	3420237.758	79760.352
1983	3375208.125	3358076.067	-17132.058
1984	3397711.18	3282516.792	-115194.388
1985	3265852.357	3337243.513	71391.156
1986	3073384.05	3307905.297	234521.247
1987	3216565.303	3240086.152	23520.849
1988	3475479.89	3329821.985	-145657.905
1989	3497749.245	3412166.611	-85582.634
1990	3351081.777	3425958.277	74876.5
1991	3140596.79	3467189.487	326592.697
1992	2994112.902	3377368.331	383255.43
1993	3045130.863	3298044.815	252913.952
1994	3185452.024	3353798.6	168346.577
1995	3299838.785	3387750.156	87911.371
1996	3426907.831	3408059.361	-18848.471
1997	3515572.726	3446773.445	-68799.281
1998	3594079.9	3457701.221	-136378.679
1999	3660025.07	3427135.971	-232889.098
2000	3609303.275	3416642.569	-192660.707
2001	3471522.797	3472389.569	866.772
2002	3387520.015	3492601.869	105081.854
2003	3424380.068	3426665.96	2285.892
2004	3415486.944	3409351.89	-6135.054
2005	3329964.941	3403133.95	73169.008
2006	3375594.205	3411672.432	36078.227
2007	3579823.383	3502677.486	-77145.897
2008	3757608.292	3585724.603	-171883.689
2009	3800800.367	3590053.598	-210746.769
2010	3711296.457	3546780.24	-164516.218
2011	3547193.697	3540696.888	-6496.809
